"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Scientist",197000,"USD",197000,"CA",0,"CA","M"
2023,"SE","FT","Data Analyst",45000,"GBP",55368,"CF",100,"CF","M"
2023,"SE","FT","Data Engineer",70000,"USD",70000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",65000,"USD",65000,"US",100,"US","M"
2024,"SE","FT","Data Architect",363000,"USD",363000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",136000,"USD",136000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",248100,"USD",248100,"US",0,"US","M"
2023,"SE","FT","Data Scientist",183500,"USD",183500,"US",100,"US","M"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2023,"EX","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",198800,"USD",198800,"US",0,"US","M"
2024,"SE","FT","BI Developer",70000,"USD",70000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","NLP Engineer",275000,"USD",275000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",177300,"USD",177300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",157250,"USD",157250,"US",0,"US","M"
2023,"SE","FT","Data Engineer",124230,"USD",124230,"US",100,"US","M"
2024,"SE","FT","Data Modeler",171210,"USD",171210,"CA",0,"CA","M"
2023,"SE","FT","Machine Learning Engineer",220000,"USD",220000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",106800,"USD",106800,"US",0,"US","M"
2023,"MI","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",195000,"USD",195000,"US",100,"US","M"
2024,"MI","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",205300,"USD",205300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",245700,"USD",245700,"US",0,"US","M"
2023,"SE","FT","Research Scientist",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",115000,"USD",115000,"US",100,"US","M"
2024,"EN","FT","Data Analyst",65400,"USD",65400,"US",0,"US","M"
2023,"SE","FT","Data Scientist",300000,"USD",300000,"US",0,"US","M"
2021,"MI","FT","Data Scientist",52000,"EUR",61467,"DE",50,"AT","M"
2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M"
2023,"EX","FT","Data Scientist",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",87570,"USD",87570,"US",0,"US","M"
2023,"MI","FT","Data Engineer",62000,"EUR",66940,"ES",100,"ES","M"
2024,"SE","FT","Data Engineer",165000,"USD",165000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2024,"SE","FT","Data Engineer",144600,"USD",144600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",126000,"USD",126000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",115500,"USD",115500,"US",0,"US","M"
2023,"MI","FT","Research Scientist",240000,"USD",240000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",38000,"EUR",39925,"ES",0,"ES","M"
2024,"SE","FT","AI Engineer",140000,"USD",140000,"US",100,"US","M"
2023,"MI","FT","Insight Analyst",45000,"GBP",55368,"GB",0,"GB","M"
2023,"SE","FT","Data Engineer",101570,"USD",101570,"US",100,"US","M"
2023,"SE","FT","Data Analyst",185000,"USD",185000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",182250,"USD",182250,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",248100,"USD",248100,"US",0,"US","M"
2023,"SE","FT","Data Engineer",300000,"USD",300000,"US",100,"US","M"
2022,"SE","FT","Analytics Engineer",250000,"USD",250000,"US",0,"US","M"
2023,"MI","FT","Data Developer",130000,"USD",130000,"US",100,"US","M"
2022,"SE","FT","Data Analyst",99750,"USD",99750,"US",100,"US","M"
2023,"SE","FT","Data Manager",233500,"USD",233500,"US",0,"US","M"
2024,"SE","FT","Data Architect",186000,"USD",186000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",165000,"USD",165000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",194500,"USD",194500,"US",0,"US","M"
2023,"SE","FT","Research Scientist",210000,"USD",210000,"US",0,"US","M"
2024,"MI","FT","Prompt Engineer",200000,"USD",200000,"AU",100,"AU","M"
2023,"SE","FT","Software Data Engineer",210000,"USD",210000,"US",100,"US","L"
2023,"MI","FT","Machine Learning Engineer",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",100,"US","M"
2024,"MI","FT","Data Management Analyst",124935,"USD",124935,"US",0,"US","M"
2023,"SE","FT","Data Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",208450,"USD",208450,"US",0,"US","M"
2024,"SE","FT","Data Engineer",187000,"USD",187000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",162500,"USD",162500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",144000,"USD",144000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",185000,"USD",185000,"US",0,"US","L"
2023,"SE","FT","Data Engineer",133300,"USD",133300,"US",0,"US","M"
2022,"SE","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2024,"MI","FT","Data Specialist",75000,"USD",75000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",284400,"USD",284400,"US",0,"US","M"
2023,"MI","FT","Data Science Manager",95000,"USD",95000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",145360,"USD",145360,"US",100,"US","M"
2022,"SE","FT","Analytics Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",139750,"USD",139750,"US",100,"US","M"
2023,"SE","FT","Data Scientist",212000,"USD",212000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",112900,"USD",112900,"US",100,"US","M"
2023,"SE","FT","Data Scientist",222000,"USD",222000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",49200,"EUR",53120,"EE",0,"EE","M"
2022,"SE","FT","Data Scientist",140400,"USD",140400,"US",0,"US","L"
2022,"SE","FT","Applied Data Scientist",380000,"USD",380000,"US",100,"US","L"
2024,"SE","FT","ML Engineer",93300,"USD",93300,"US",0,"US","M"
2022,"SE","FT","Data Scientist",123000,"USD",123000,"US",100,"US","M"
2022,"SE","FT","Data Analyst",127000,"USD",127000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",286000,"USD",286000,"US",0,"US","M"
2023,"EX","FT","Data Scientist",249600,"USD",249600,"US",100,"US","M"
2023,"SE","FT","Data Scientist",134000,"USD",134000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",93918,"USD",93918,"US",0,"US","M"
2024,"SE","FT","Data Developer",180000,"USD",180000,"US",100,"US","M"
2024,"SE","FT","Data Analyst",85500,"USD",85500,"US",0,"US","M"
2024,"SE","FT","Data Engineer",190000,"USD",190000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",135920,"USD",135920,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",128000,"USD",128000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",142200,"USD",142200,"US",0,"US","M"
2024,"SE","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2024,"SE","FT","Data Architect",186000,"USD",186000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",131000,"USD",131000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",135000,"USD",135000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",115000,"USD",115000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",164640,"USD",164640,"US",0,"US","M"
2024,"MI","FT","Data Engineer",159000,"USD",159000,"US",0,"US","M"
2021,"SE","FT","Data Analyst",50000,"USD",50000,"PH",100,"PH","S"
2024,"SE","FT","Machine Learning Engineer",102900,"USD",102900,"GB",100,"GB","M"
2023,"SE","FT","Data Engineer",175000,"USD",175000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",280889,"USD",280889,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",331640,"USD",331640,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Analyst",95000,"USD",95000,"US",100,"US","M"
2024,"MI","FT","Analytics Engineer",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",236000,"USD",236000,"US",100,"US","M"
2024,"MI","FT","BI Developer",106100,"USD",106100,"US",0,"US","M"
2023,"SE","FT","Data Analyst",134200,"USD",134200,"US",0,"US","M"
2022,"SE","FT","Data Science Consultant",122000,"USD",122000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",156000,"USD",156000,"US",100,"US","M"
2024,"SE","FT","Data Analytics Lead",205400,"USD",205400,"US",0,"US","M"
2023,"SE","FT","Data Scientist",147100,"USD",147100,"US",0,"US","M"
2024,"SE","FT","Data Scientist",234000,"USD",234000,"US",0,"US","M"
2023,"SE","FT","Data Manager",105200,"USD",105200,"US",0,"US","M"
2022,"MI","FT","Data Engineer",80000,"EUR",84053,"ES",100,"ES","M"
2024,"MI","FT","AI Engineer",50000,"USD",50000,"GB",0,"GB","M"
2023,"SE","FT","Machine Learning Engineer",152000,"USD",152000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",244000,"USD",244000,"CA",0,"CA","M"
2022,"SE","FT","Data Scientist",230000,"USD",230000,"US",100,"US","M"
2022,"MI","FT","Data Science Manager",159000,"USD",159000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",136000,"USD",136000,"US",100,"US","M"
2024,"SE","FT","Data Manager",65300,"USD",65300,"DE",0,"DE","M"
2023,"SE","FT","Data Analyst",140000,"USD",140000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",61800,"USD",61800,"US",100,"US","M"
2024,"MI","FT","Data Engineer",126600,"USD",126600,"US",0,"US","M"
2022,"SE","FT","ML Engineer",183000,"USD",183000,"US",100,"US","M"
2024,"SE","FT","Analytics Engineer",126400,"USD",126400,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",124100,"USD",124100,"US",0,"US","L"
2022,"EN","FT","Machine Learning Developer",33000,"USD",33000,"IT",100,"DE","S"
2023,"SE","FT","Data Scientist",165000,"USD",165000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",146000,"USD",146000,"CA",100,"CA","M"
2023,"SE","FT","Data Scientist",234000,"USD",234000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",91000,"USD",91000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",26000,"EUR",28888,"ES",0,"ES","M"
2023,"MI","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",192500,"USD",192500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",212800,"USD",212800,"US",0,"US","L"
2021,"MI","FT","ML Engineer",7000000,"JPY",63711,"JP",50,"JP","S"
2022,"EX","FT","Data Engineer",260000,"USD",260000,"US",100,"US","M"
2024,"MI","FT","Business Intelligence Developer",67060,"USD",67060,"US",0,"US","M"
2023,"SE","FT","Data Scientist",308000,"USD",308000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",167000,"USD",167000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",94500,"USD",94500,"US",0,"US","M"
2024,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",152000,"USD",152000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2024,"SE","FT","Data Science",187000,"USD",187000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2024,"SE","FT","Data Science Consultant",145000,"USD",145000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",85000,"USD",85000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M"
2023,"SE","FT","Data Science Consultant",116000,"USD",116000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2022,"SE","FT","Machine Learning Infrastructure Engineer",148800,"USD",148800,"US",100,"US","M"
2023,"SE","FT","Machine Learning Scientist",165000,"USD",165000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",70000,"GBP",87500,"GB",0,"GB","M"
2023,"MI","FT","Research Engineer",128167,"USD",128167,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",258800,"USD",258800,"US",0,"US","M"
2024,"MI","FT","Data Analyst",123600,"USD",123600,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",142400,"USD",142400,"US",0,"US","M"
2023,"SE","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M"
2024,"SE","FT","Data Architect",132000,"USD",132000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",120000,"USD",120000,"US",100,"US","M"
2024,"SE","FT","Business Intelligence Engineer",108500,"USD",108500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",210000,"USD",210000,"US",0,"US","M"
2024,"SE","FT","Research Engineer",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Data Architect",85000,"GBP",104584,"GB",0,"GB","M"
2023,"SE","FT","Analytics Engineer",197000,"USD",197000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",135000,"USD",135000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",155000,"USD",155000,"US",100,"US","M"
2022,"EN","FT","Machine Learning Engineer",140250,"USD",140250,"US",0,"US","M"
2023,"SE","FT","ETL Developer",143800,"USD",143800,"US",0,"US","M"
2024,"SE","FT","Data Scientist",240000,"USD",240000,"US",0,"US","M"
2024,"MI","FT","Data Science",179000,"USD",179000,"US",0,"US","M"
2023,"SE","FT","Data Architect",159500,"USD",159500,"US",0,"US","M"
2024,"EN","FT","Data Analyst",65750,"USD",65750,"US",0,"US","M"
2024,"SE","FT","Business Intelligence",172800,"USD",172800,"US",0,"US","M"
2023,"SE","FT","Data Analytics Specialist",105000,"USD",105000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",240200,"USD",240200,"GB",100,"GB","M"
2024,"SE","FT","Business Intelligence Engineer",204500,"USD",204500,"US",0,"US","M"
2024,"MI","FT","Data Analytics Manager",145400,"USD",145400,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",159100,"USD",159100,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",119250,"USD",119250,"US",0,"US","M"
2024,"SE","FT","Data Scientist",70000,"GBP",87500,"GB",0,"GB","M"
2024,"SE","FT","Business Intelligence Engineer",78800,"USD",78800,"US",100,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",100,"US","M"
2024,"EN","FT","Data Analytics Specialist",78800,"USD",78800,"MT",0,"MT","M"
2023,"MI","FT","Data Analytics Manager",177000,"USD",177000,"US",0,"US","M"
2022,"MI","FT","Data Analyst",30000,"EUR",31520,"ES",100,"ES","M"
2024,"SE","FT","Applied Scientist",156300,"USD",156300,"US",100,"US","M"
2023,"MI","FT","Research Scientist",84570,"GBP",104055,"GB",0,"GB","M"
2021,"EN","FT","Data Scientist",42000,"EUR",49646,"FR",50,"FR","M"
2023,"MI","FT","Data Analyst",62500,"USD",62500,"US",100,"US","M"
2023,"SE","FT","Data Engineer",162540,"USD",162540,"US",0,"US","M"
2021,"EN","FT","Data Engineer",2250000,"INR",30428,"IN",100,"IN","L"
2024,"SE","FT","Machine Learning Engineer",550000,"USD",550000,"US",0,"US","M"
2022,"MI","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",55000,"USD",55000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185000,"USD",185000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",81500,"USD",81500,"US",0,"US","M"
2024,"SE","FT","Machine Learning Researcher",167200,"USD",167200,"US",0,"US","M"
2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",72000,"USD",72000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",149200,"USD",149200,"CA",100,"CA","M"
2023,"MI","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",190000,"USD",190000,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",115000,"USD",115000,"US",0,"US","M"
2024,"MI","FT","Research Engineer",118600,"USD",118600,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",104981,"USD",104981,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",170045,"USD",170045,"US",0,"US","M"
2024,"SE","FT","Data Architect",175000,"USD",175000,"US",0,"US","M"
2022,"EN","FT","Data Engineer",65000,"USD",65000,"US",0,"US","M"
2022,"SE","FT","Data Architect",136000,"USD",136000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Infrastructure Engineer",171600,"USD",171600,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",159300,"USD",159300,"US",0,"US","M"
2023,"SE","FT","Research Engineer",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",370000,"USD",370000,"US",0,"US","M"
2023,"MI","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2023,"SE","FT","Data Science",71200,"USD",71200,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",84000,"USD",84000,"US",0,"US","M"
2024,"SE","FT","Data Science Consultant",128000,"USD",128000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",75000,"USD",75000,"US",0,"US","M"
2024,"SE","FT","Research Scientist",500000,"USD",500000,"US",100,"US","M"
2020,"EX","FT","Data Engineer",70000,"EUR",79833,"ES",50,"ES","L"
2024,"MI","FT","Data Engineer",35000,"GBP",43750,"GB",0,"GB","M"
2024,"MI","FT","Analytics Engineer",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",180300,"USD",180300,"US",0,"US","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2023,"EX","FT","Business Intelligence Engineer",172200,"USD",172200,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Data Science Lead",247500,"USD",247500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",187415,"USD",187415,"US",0,"US","M"
2023,"MI","FT","Data Product Owner",85000,"GBP",104584,"GB",0,"GB","M"
2024,"SE","FT","Data Architect",252000,"USD",252000,"US",100,"US","M"
2022,"SE","FT","Machine Learning Engineer",192600,"USD",192600,"US",100,"US","M"
2023,"MI","FT","Data Scientist",122200,"USD",122200,"US",0,"US","M"
2024,"EN","FT","Research Analyst",116000,"USD",116000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",205150,"USD",205150,"US",100,"US","M"
2022,"SE","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",174000,"USD",174000,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",172800,"USD",172800,"US",100,"US","M"
2022,"MI","FT","Data Analyst",20000,"USD",20000,"GR",100,"GR","S"
2023,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",269500,"USD",269500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",127876,"USD",127876,"US",0,"US","M"
2023,"SE","FT","Research Scientist",248100,"USD",248100,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Manager",66000,"GBP",82500,"GB",0,"GB","M"
2023,"SE","FT","Machine Learning Engineer",263500,"USD",263500,"US",100,"US","M"
2023,"MI","FT","Data Engineer",81800,"USD",81800,"US",0,"US","M"
2023,"EN","FT","Research Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",157550,"USD",157550,"US",0,"US","M"
2022,"MI","FT","Analytics Engineer",54000,"USD",54000,"US",0,"US","M"
2024,"EN","FT","Data Scientist",82915,"USD",82915,"US",0,"US","M"
2024,"SE","FT","Data Analyst",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Computer Vision Engineer",171000,"USD",171000,"US",0,"US","M"
2023,"EX","FT","Data Engineer",113000,"USD",113000,"US",100,"US","M"
2024,"SE","FT","Research Engineer",237650,"USD",237650,"US",0,"US","M"
2024,"EN","FT","Analytics Engineer",132500,"USD",132500,"US",0,"US","M"
2023,"SE","FT","Computer Vision Engineer",215000,"USD",215000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Engineer",131414,"USD",131414,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",225000,"USD",225000,"US",100,"US","M"
2023,"EN","FT","Research Engineer",165000,"USD",165000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",205000,"USD",205000,"US",0,"US","M"
2022,"MI","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",40000,"GBP",49216,"GB",0,"GB","M"
2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",138700,"USD",138700,"US",0,"US","M"
2023,"EN","FT","Machine Learning Engineer",47840,"USD",47840,"US",0,"US","M"
2023,"SE","FT","Data Architect",90000,"USD",90000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",201000,"USD",201000,"US",0,"US","M"
2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M"
2024,"SE","FT","Data Scientist",154000,"USD",154000,"US",0,"US","M"
2024,"EN","PT","Data Analyst",93000,"USD",93000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",52500,"USD",52500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",132600,"USD",132600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Data Modeler",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Data Manager",168400,"USD",168400,"US",0,"US","M"
2023,"MI","FT","Data Scientist",212000,"USD",212000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",143000,"USD",143000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",300000,"USD",300000,"US",0,"US","M"
2023,"MI","FL","Business Data Analyst",36000,"USD",36000,"GH",0,"GH","S"
2024,"SE","FT","Data Scientist",119887,"USD",119887,"US",0,"US","M"
2023,"SE","FT","Data Science",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"EN","FT","Business Intelligence Analyst",35000,"GBP",43064,"GB",0,"GB","M"
2024,"SE","FT","Data Analyst",86146,"EUR",95717,"NL",100,"NL","M"
2023,"SE","FT","Data Analyst",73500,"USD",73500,"US",100,"US","M"
2024,"SE","FT","Data Architect",160000,"USD",160000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",107500,"USD",107500,"US",0,"US","M"
2024,"SE","FT","Research Engineer",120000,"USD",120000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",60000,"USD",60000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",148000,"USD",148000,"US",0,"US","M"
2024,"SE","FT","Research Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"MI","FT","Analytics Engineer",112500,"USD",112500,"US",0,"US","M"
2024,"MI","FT","Data Scientist",103000,"USD",103000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",255000,"USD",255000,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",112500,"USD",112500,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Developer",76500,"USD",76500,"CA",0,"CA","M"
2023,"SE","FT","BI Developer",135000,"USD",135000,"US",100,"US","M"
2024,"EN","FT","Business Intelligence",142000,"USD",142000,"US",0,"US","M"
2023,"SE","FT","Data Strategist",242000,"USD",242000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",260000,"USD",260000,"US",0,"US","M"
2023,"SE","FT","AI Engineer",212000,"USD",212000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Analyst",80000,"USD",80000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",92000,"USD",92000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",160000,"USD",160000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",220000,"USD",220000,"US",0,"US","M"
2023,"MI","FT","Analytics Engineer",172200,"USD",172200,"US",100,"US","M"
2023,"MI","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"EN","FT","Data Management Analyst",52000,"USD",52000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",120000,"USD",120000,"US",100,"US","M"
2022,"MI","FT","Data Manager",134000,"USD",134000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",100000,"USD",100000,"GB",100,"GB","M"
2023,"MI","FT","Data Scientist",130900,"USD",130900,"US",0,"US","M"
2024,"SE","FT","Data Engineer",195000,"USD",195000,"US",100,"US","M"
2024,"MI","FT","Robotics Software Engineer",198000,"USD",198000,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",140000,"USD",140000,"US",100,"US","M"
2024,"SE","FT","Research Engineer",245000,"USD",245000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",260800,"USD",260800,"US",0,"US","M"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",216000,"USD",216000,"US",100,"US","M"
2023,"SE","FT","AI Developer",150000,"EUR",161952,"FR",50,"FR","M"
2022,"SE","FT","Analytics Engineer",250000,"USD",250000,"US",0,"US","M"
2024,"SE","FT","Data Science Consultant",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",219000,"USD",219000,"CA",0,"CA","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",254000,"USD",254000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",155000,"USD",155000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2022,"SE","FT","Data Engineer",99000,"USD",99000,"US",0,"US","M"
